Coleção;Identificação;Grupo;Série;Subsérie;Espécie/Tipologia;Descrição;Título;Título atribuído;Data;Data / Periodo;;Autoria;Idioma;Quantidade;Local de produção;Veículo de publicação;Local de publicação;Tipo de publicação;Gênero ;Forma;Formato;Escritura;Suporte;Dimensão;Estado de Conservação;Observações;Documentos relacionados;Número da caixa;;Nome da caixa;Número da pasta;Nome da pasta;NUMERO SERIE
1;BRFM_AM_04_1541;1;6;;96;A Arte Mexicana se vinculou à revolução.;Arte Mexicana Tradição e Revolução;NULL;1963-07-28;;;Fernando Gomes [Frederico Morais];1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;41,00 x 50,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;541
1;BRFM_AM_04_1542;1;6;;96;Ceramista Vitalino Pereira dos Santos (Mestre Vitalino).;Feito de pó, o homem volta ao barro;NULL;1963-08-04;;;Fernando Gomes [Frederico Morais];1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;41,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;542
1;BRFM_AM_04_1543;1;6;;96;60ª exposição de Anibal Mattos em Belo Horizonte.;Anibal Matos, pintor romantico;NULL;1964-05-31;;;Fernando Gomes [Frederico Morais];1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;543
1;BRFM_AM_04_1544;1;6;;96;Artistas baianos.;Artistas baianos expõe na cidade seu internacionalismo;NULL;1964-06-14;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 52,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;544
1;BRFM_AM_04_1545;1;6;;96;Artista plástico Ildeu Moreira.;Pintar é também uma forma de ser rebelde;NULL;1964-09-27;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;545
1;BRFM_AM_04_1546;1;6;;96;Evandro Santiago.;Apresentação de Evandro Santiago;NULL;1964-11-22;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 52,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;546
1;BRFM_AM_04_1547;1;6;;96;Arte em Minas Gerais.;Um ano, poucas esperanças, menos realizações;NULL;1964-11-27;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;547
1;BRFM_AM_04_1548;1;6;;96;Roteiro artístico.;Uma nação que declarou guerra permanente a natureza;NULL;1964-10-25;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;548
1;BRFM_AM_04_1549;1;6;;96;Salão Universitário.;Salão Universitário de Arte. Uma arte de amadores limpa, hemogenea e séria;NULL;1964-11-08;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;549
1;BRFM_AM_04_1550;1;6;;96;Pintura de El Greco (Doménikos Theotokópoulos).;O Natal na Pintura (II);NULL;;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;;3;Original;1;Impresso;1;14,00 x 22,00 cm;Acidificado / Amarelado;;;;;;47;24;550
1;BRFM_AM_04_1551;1;6;;96;Pintura de Piero Della Francesca.;O Natal na Pintura (I);NULL;;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;19,00 x 24,00 cm;Acidificado / Amarelado;;;;;;47;24;551
1;BRFM_AM_04_1552;1;6;;96;Religião e Arte.;Arte e religião: Um sentido de comunidade;NULL;1964-12-24;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 52,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;552
1;BRFM_AM_04_1553;1;6;;96;Artista plástico Estevão.;Pintor que se preza deve, antes, saber pintar paredes;NULL;1964-06-28;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;553
1;BRFM_AM_04_1554;1;6;;96;Artista plástico Giorgio Morandi.;A pintura é uma aventura metafísica;NULL;1964-07-05;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;41,00 x 59,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;554
1;BRFM_AM_04_1555;1;6;;96;Diretoria do Patrimônio Histórico e Artístico Nacional.;Por Falta de Dinheiro Patrimônio Histórico e Artístico do Brasil Ameaça Desaparecer ;NULL;1964-08-09;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;555
1;BRFM_AM_04_1556;1;6;;96;Escultor, entalhador e arquiteto Antônio Francisco Lisboa (Aleijadinho).;Vida e morte de Aleijadinho século e meio depois;NULL;1964-08-23;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 48,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;556
1;BRFM_AM_04_1557;1;6;;96;Artistas diversos.;O mal da moda (ou a arte que por exagero de modernismo cai no passado);NULL;1964-09-20;;;Frederico Morais;1;2 páginas;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;557
1;BRFM_AM_04_1558;1;6;;96;Desenho industrial.;"Desenho industrial: Um ""New Deal"" para o Brasil";NULL;1964-10-18;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;558
1;BRFM_AM_04_1559;1;6;;96;Texto sobre valores africanos, tradução de Frederico Morais.;Valores Espirituais Africanos;NULL;1964-11-29;;;Thian Bodiel;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 52,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;559
1;BRFM_AM_04_1560;1;6;;96;Salão Municipal de Belas Artes.;Guignard, o grande derrotado no Salão Municipal de Belas Artes;NULL;1964-12-13;;;Frederico Morais;1;2 páginas;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 59,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;560
1;BRFM_AM_04_1561;1;6;;96;"Mostra ""Arquitetura do Japão em Fotos"" no Grande Hotel.";Exposição (fotográfica) da arquitetura japonesa. Uma arte que nasceu em Buda e no cerimonial do chá;NULL;1964-12-20;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;561
1;BRFM_AM_04_1562;1;6;;96;Semana de Arte com exposição de Tadeus Kullisiewicz;Semana de arte da Polonia: cinema cartazes e desenhos de Kulisiewicz;NULL;1965-10-03;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;562
1;BRFM_AM_04_1563;1;6;;96;Andries Van Onck.;Desenho industrial: uma tentativa de explicação;NULL;1965-08-22;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;563
1;BRFM_AM_04_1564;1;6;;96;Primeiro aniversário da Galeria Guignard comemorado com duas exposições.;O mercado de arte: suas fraquezas e suas possibilidades;NULL;1965-08-08;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;564
1;BRFM_AM_04_1565;1;6;;96;A volta do escultor Franz Weissmann.;Uma Arte Nova Para Um Mundo Diferente: Tempo e Espaço;NULL;1965-07-25;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;565
1;BRFM_AM_04_1566;1;6;;96;Museu de D. Beja, em Araxá.;Um Novo Museu de Arte Regional;NULL;1965-07-18;;;Fernando Gomes [Frederico Morais];1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;566
1;BRFM_AM_04_1567;1;6;;96;Exposição fotográfica dos projetos de Oscar Niemeyer para o Estado de Israel.;Niemeyer, noventa dias em Israel: uma exposição de motivos;NULL;1965-05-30;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;567
1;BRFM_AM_04_1568;1;6;;96;Maternidade.;Hoje é o Dia das Mães;NULL;1965-05-09;;;Fernando Gomes [Frederico Morais];1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;568
1;BRFM_AM_04_1569;1;6;;96;"Exposição ""30 Anos de Pintura em Israel"" no Grande Hotel.";Uma Arte (A Judia) A Caminho da Figura;NULL;1965-04-25;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;569
1;BRFM_AM_04_1570;1;6;;96;Artista plástico Herculano Campos.;Pintor Já Nasce Feito: O Necessário é Trabalhar;NULL;1965-03-21;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;570
1;BRFM_AM_04_1571;1;6;;96;A crítica de arte no Brasil.;O Crítico de Arte;NULL;1965-03-07;;;Frederico Morais;1;2 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;571
1;BRFM_AM_04_1572;1;6;;96;Diferentes textos sobre Mário de Andrade.;O Compromisso Literário/ Mário de Andrade o das cartas/ Mário de Andrade vinte anos depois (i)/ Mário de Andrade, o Poeta;NULL;1965-02-28;;;;1;2 páginas;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;572
1;BRFM_AM_04_1573;1;6;;96;Artista plástico Sepp Baendereck.;A arte é o melhor veículo de expressão da fé;NULL;1965-02-21;;;Frederico Morais;1;3 páginas;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;573
1;BRFM_AM_04_1574;1;6;;96;Artistas procuram Atelier.;Sete pintores à procura de uma Escola de Arte;NULL;1965-02-14;;;Fernando Gomes [Frederico Morais];1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 52,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;574
1;BRFM_AM_04_1575;1;6;;96;Arte brasileira.;Um levantamento das coisas e artes nacionais;NULL;1965-02-07;;;Fernando Gomes [Frederico Morais];1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;575
1;BRFM_AM_04_1576;1;6;;96;Manifestação nacionalista norte-americana na Pop-Art.;Pop-Art: O Que É, A Que Vem;NULL;1965-01-17;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 51,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;576
1;BRFM_AM_04_1577;1;6;;96;Frederico Morais conta sobre sua vida pessoal.;"Do ocidente, a superfície; do Oriente, a razão profunda";NULL;1965-01-10;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;40,00 x 50,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;577
1;BRFM_AM_04_1578;1;6;;96;"Exposição ""Arquitetura Visionária"" no Grande Hotel.";Arquitetura Visionária: Passado Igual o Futuro;NULL;1966-04-17;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;44,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;578
1;BRFM_AM_04_1579;1;6;;96;"Exposição ""50 Anos de Arte Nova"" no Museu de Arte de Belo Horizonte.";Uma Súmula da Pintura Brasileira;NULL;1966-05-01;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;44,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;579
1;BRFM_AM_04_1580;1;6;;96;"Exposição ""50 Anos de Arte Nova"" no Museu de Arte de Belo Horizonte.";A pintura das dores do mundo moderno;NULL;1966-05-15;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;44,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;580
1;BRFM_AM_04_1581;1;6;;96;Frederico Morais comenta depoimento do arquiteto Oscar Niemeyer sobre Brasília.;Niemeyer, ou as contradições do poeta;NULL;1966-08-07;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;44,00 x 60,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;581
1;BRFM_AM_04_1582;1;6;;96;Poeta e crítico de Arte Angel Crespo.;A Tarefa de Divulgação da Cultura;NULL;1965-06-06;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;24,00 x 52,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;582
1;BRFM_AM_04_1583;1;6;;49;Entrevista com Pietro Nereci.;Pietro Nereci: o segredo é saber parar;NULL;1964-12-06;;;Frederico Morais;1;1 página;Belo Horizonte, MG;2;;1;1;Original;1;Impresso;1;26,00 x 49,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;47;24;583
1;BRFM_AM_04_1584;1;6;;96;Artista plástico Mario Cravo.;Mario Cravo em Dez Questões;NULL;1957-11-24;;;Frederico Morais;1;2 páginas;Belo Horizonte, MG;70;;1;1;Original;1;Impresso;1;35,00 x 53,00 cm ;Acidificado / Amarelado, Manchado, Dobrado, Rasgado;;;;;;48;25;584
1;BRFM_AM_04_1585;1;6;;96;Artistas diversos.;Alguns são bons artistas;NULL;1958-04-13;;;Frederico Morais;1;1 página;Belo Horizonte, MG;70;;1;1;Original;1;Impresso;1;42,00 x 60,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;585
1;BRFM_AM_04_1586;1;6;;96;A gravura no Brasil.;Debate Sobre os Problemas da Gravura;NULL;1958-06-07;;;Frederico Morais;1;1 página;Belo Horizonte, MG;70;;1;1;Original;1;Impresso;1;39,00 x 56,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;586
1;BRFM_AM_04_1587;1;6;;49;Entrevista com Wilde Lacerda.;"""O Desenho Não É Arte; Ele Só Existe Como Função""";NULL;1958-04-27;;;Frederico Morais;1;2 páginas;Belo Horizonte, MG;70;;1;1;Original;1;Impresso;1;22,00 x 30,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;587
1;BRFM_AM_04_1588;1;6;;49;Entrevista com H.J. Koellreutter.;Arte de Vanguarda: Superação do Pensamento e Libertação do Tempo Convencional;NULL;;;;Frederico Morais;1;3 páginas;Belo Horizonte, MG;70;;1;1;Original;1;Impresso;1;22,00 x 31,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;588
1;BRFM_AM_04_1589;1;6;;49;Entrevista com Waldemar Cordeiro, Ferreira Gullar, Tomaz Maldonado e Max Bill.;Debate entre os Concretistas;NULL;1957-07-28;;;Frederico Morais;1;2 páginas;Belo Horizonte, MG;85;;1;1;Original;1;Impresso;1;30,00 x 37,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;589
1;BRFM_AM_04_1590;1;6;;49;Entrevista com Maria Helena Andrés.;Entrevista com Maria Helena Andrés. 2- Mondriam nãorepercute nos EE. UU.;NULL;1961-06-13;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;10,00 x 24,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;590
1;BRFM_AM_04_1591;1;6;;96;Entrevista com Maria Helena Andrés.;Entrevista com Maria Helena Andrés. 1- A Descoberta de Monet;NULL;1961-06-10;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;10,00 x 24,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;591
1;BRFM_AM_04_1592;1;6;;96;Entrevista com Newton Silva.;"Verdadeiro desenho é feito a bico de pena; é puramente forma: por isso sou abstrato""";NULL;1958-06-07;;;Frederico Morais;1;2 páginas;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;22,00 x 31,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;592
1;BRFM_AM_04_1593;1;6;;96;Entrevista com Dulce Oliveira.;"Pintura, sempre abstrata; artista sempre está em estado de criação";NULL;1958-08-18;;;Frederico Morais;1;3 páginas;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;43,00 x 38,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;593
1;BRFM_AM_04_1594;1;6;;96;Escola de Belas Artes de Belo Horizonte.;Escola de Guignard recebe com reserva vinda de Inimá;NULL;1959-01-09;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;23,00 x 31,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;594
1;BRFM_AM_04_1595;1;6;;96;Mostra de Fabio Barbosa e Paulo Becker.;Darcy Penteado Não Veio;NULL;1959-05-11;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;12,00 x 44,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;595
1;BRFM_AM_04_1596;1;6;;96;Roteiro artístico.;"Artes plásticas, 59: Campanha do ""milhão para o Museu"" (rendeu 3 e meio) foi a maior";NULL;1959-12-30;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;37,00 x 59,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;596
1;BRFM_AM_04_1597;1;6;;49;Entrevista com Inimá de Paula.;Inimá Troca Rio Por Minas: Quer a Escola de Guignard;NULL;1960-01-05;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;22,00 x 21,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;597
1;BRFM_AM_04_1598;1;6;;96;Silvio de Vasconcelos desiste de seu cargo de diretor do Museu de Arte de Belo Horizonte.;"Silvio Confirma Pedido de Demissão ""Espero Apenas Aprovação de Contas""";NULL;1960-01-16;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;31,00 x 21,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;598
1;BRFM_AM_04_1599;1;6;;96;Exposição de Wilde Lacerda;Wilde (Convalescente) Vai Expor: Finalidade Não É Crítica, É Venda;NULL;1960-07-19;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;22,00 x 31,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;599
1;BRFM_AM_04_1600;1;6;;96;Roteiro Artístico.;Calendário do Museu Até Maio Está Bom: Tachistas e Neoconcretos em Evidência;NULL;1960-01-22;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;31,00 x 39,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;600
1;BRFM_AM_04_1601;1;6;;96;José Carneiro de Mendonça será indicado para a direção do Museu de Arte de Belo Horizonte e roteiro artístico.;Silvio Indicará Carneiro Mendonça Para a Diretoria do Museu de Arte;NULL;1960-01-28;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;20,00 x 17,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;601
1;BRFM_AM_04_1602;1;6;;96;"Salão ""Mostras"".";"""Mostras""";NULL;1960-02-04;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;10,00 x 20,00 cm ;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;602
1;BRFM_AM_04_1603;1;6;;96;Museu de Arte de Belo Horizonte presenteado com sacas de café.;Acervo do MA Foi Aumentado Com 2.500 Sacas de Café;NULL;1960-02-27;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;11,00 x 25,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;603
1;BRFM_AM_04_1604;1;6;;96;"""Baile das Debutantes"" realizado nos salões do Museu de Arte.";Má Notícia: Baile das Debutantes Vai Ser no MA;NULL;1960-03-04;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;10,00 x 27,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;604
1;BRFM_AM_04_1605;1;6;;96;"Encerramento da exposição ""Arform"" de Wilde Lacerda.";Novidades na Pintura de Wilde;NULL;1960-03-05;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;12,00 x 27,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;605
1;BRFM_AM_04_1606;1;6;;96;Exposição de gravuras de Roberto Delamônica no Museu de Arte de Belo Horizonte.;Um Mineiro Que Foi Amigo de Modigliani;NULL;1960-03-08;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;10,00 x 34,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;606
1;BRFM_AM_04_1607;1;6;;96;"""I Semana de Arquitetura Mineira"".";Semana da Arquitetura Mineira;NULL;1960-03-09;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;10,00 x 21,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;607
1;BRFM_AM_04_1608;1;6;;96;Maria Helena Andrés.;Problemas da Arte Sacra;NULL;1960-03-12;;;Frederico Morais;1;2 páginas;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;17,00 x 18,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;608
1;BRFM_AM_04_1609;1;6;;96;Apresentação do regulamento do Prêmio Leiner.;Prêmio Leiner: Novo Regulamento;NULL;1960-03-14;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;12,00 x 42,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;609
1;BRFM_AM_04_1610;1;6;;96;Exposição de Paulo Becker, Darcy Penteado e Fábio Barbosa no Museu de Arte de Belo Horizonte.;Paulo Becker, Darcy e Fábio Barbosa no MA;NULL;1960-03-17;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;12,00 x 23,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;610
1;BRFM_AM_04_1611;1;6;;96;Sílvio de Vasconcelos entrega pedido de demissão da diretoria do Museu de Arte de Belo Horizonte.;Silvio Solicita Sua Demissão (Irrevogavelmente);NULL;1960-03-18;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;20,00 x 30,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;611
1;BRFM_AM_04_1612;1;6;;96;Gravadora Yara Tupinambá.;"""Goeldi (Técnica) e Maria Bonomi (Pesquisa) Foram os Meus Mestres""";NULL;1960-03-21;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;12,00 x 51,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;612
1;BRFM_AM_04_1613;1;6;;96;Paulo Becker.;Composição e Repetição;NULL;1960-03-22;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;10,00 x 25,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;613
1;BRFM_AM_04_1614;1;6;;96;Mercado Persa de José de Araujo Costa.;Mercado Persa;NULL;1960-03-23;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;10,00 x 16,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;614
1;BRFM_AM_04_1615;1;6;;96;Mostra de desenhos de Fernando Lemos no Museu de Arte de Belo Horizonte.;Fernando Lemos no MA;NULL;1960-03-26;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;20,00 x 30,00 cm;Acidificado / Amarelado, Manchado;;;;;;48;25;615
1;BRFM_AM_04_1616;1;6;;96;Artista plástico Paulo Becker.;Paulo Becker Expressionista (I);NULL;1960-06-06;;;Frederico Morais;1;1 página;Belo Horizonte, MG;81;;1;1;Original;1;Impresso;1;17,00 x 21,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;616
1;BRFM_AM_04_1617;1;6;;96;Roteiro artístico com destaque para inscrições ao prêmio Gugenheim.;Prêmio Gugenheim Na Capital;NULL;1960-04-06;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;12,00 x 28,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;617
1;BRFM_AM_04_1618;1;6;;96;Roteiro artístico.;Berti Doado Ao Museu;NULL;1960-04-27;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;10,00 x 25,00 cm;Acidificado / Amarelado, Dobrado;;;;;;48;25;618
1;BRFM_AM_04_1619;1;6;;96;Reação contra a desorganização do Museu de Arte Moderna de São Paulo.;Reação Contra o MAM Estende-se a Minas;NULL;1960-04-29;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;15,00 x 36,00 cm;Acidificado / Amarelado, Dobrado;;;;;;48;25;619
1;BRFM_AM_04_1620;1;6;;96;Exposição conjunta de Paulo Becker, Darcy Penteado e Fábio Barbosa.;Amigas da Cultura Patrocinam Nova Mostra no MA;NULL;1960-04-30;;;Frederico Morais;1;1 página;Belo Horizonte, MG;;;1;1;Original;1;Impresso;1;10,00 x 38,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;48;25;620
