Coleção;codigo colecao;Identificação;Grupo;codigo grupo;Série;codigo serie;Subsérie;Espécie/Tipologia;Descrição;Título;Título atribuído;Data;Data / Periodo;;Autoria;Idioma;Quantidade;Local de produção;Veículo de publicação;Local de publicação;Tipo de publicação;Gênero ;Forma;Formato;Escritura;Suporte;Dimensão;Estado de Conservação;Observações;Documentos relacionados;Número da caixa;Nome da caixa;Número da pasta;Nome da pasta;NUMERO SERIE
1;1;BRFM_CT_12_067;26;26;26;26;89;96;"Evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Auto-Retrato no Brasil;;1905-05-24;;;Frederico Morais;Português;2 páginas;;;;;Textual;"Original; cópia";1;Impresso;1;"22,5,00 x 21,00 cm; 29,5,00 x 21,00 cm";Papel Acidificado/Amarelado, Manchado;Doc. 55.03;;3;3;;;67
1;1;BRFM_CT_12_068;26;26;26;26;89;96;"Evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Tecendo a criação;;1971-03-28;;;;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,00 x 36,5,00 cm;Papel Acidificado/Amarelado, Manchado, Dobrado, rasgado;Doc. 55.04;;3;3;;;68
1;1;BRFM_CT_12_069;26;26;26;26;89;96;"Evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"Som de Hendrix faz domingo do Museu virar ""happening""";;1971-03-29;;;;Português;1 página;Rio de Janeiro, RJ;9;;;Textual;Original;1;Impresso;1;24,5,00 x 22,5,00 cm;Papel Acidificado/Amarelado, Manchado, Dobrado;Doc. 55.05;;3;3;;;69
1;1;BRFM_CT_12_070;26;26;26;26;89;59;"Evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;;3 páginas;;;;;Iconográfico;Original;1;;9;"13,00 x 9,00 cm; 18,00 x 12,00 cm; 24,00 x 18,00 cm";Papel Acidificado/Amarelado, Manchado;Doc. 55.06;;3;3;;;70
1;1;BRFM_CT_12_071;26;26;26;26;89;96;"Evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O livre exercício da criação;;1971-03-30;;;;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,00 x 58,00 cm;Papel Acidificado/Amarelado, Manchado, rasgado;Doc. 55.07;;3;3;;;71
1;1;BRFM_CT_12_072;26;26;26;26;89;96;"Evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Quando se brinca com a arte;;1971-07-04;;;Paulo Fernando Figueiredo;Português;1 página;;;;;Textual;Original;1;Impresso;1;37,5,00 x 57,5,00 cm;Papel Acidificado/Amarelado, Manchado, Dobrado, rasgado;Doc. 55.08;;3;3;;;72
1;1;BRFM_CT_12_073;26;26;26;26;89;49;"Frequentadores do evento""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Domingo do Recido;;;;;Frederico Morais;Português;15 folhas;Rio de Janeiro, RJ;;;;Textual;Original;1;Datilografado;3;22,00 x 33,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 55.09;;3;3;;;73
1;1;BRFM_CT_12_074;26;26;26;26;89;6;"Textos enviados a jornais sobre evento ""O Tecido do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;"28/03/1971; 30/03/1971";;Frederico Morais;Português;5 folhas;Rio de Janeiro, RJ;;;;Textual;Original;1;Datilografado;2;22,00 x 32,5,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 55.10;;3;3;;;74
1;1;BRFM_CT_12_075;26;26;26;26;90;127;"Evento integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";O Domingo Por Um Fio;;;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 56.01;;3;3;;;75
1;1;BRFM_CT_12_076;26;26;26;26;90;59;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;1905-05-24;;;;;3 páginas;;;;;Iconográfico;Original;1;;9;"12,00 x 18cm; 18,00 x 28,00 cm";Papel Acidificado/Amarelado, Manchado;Doc. 56.02;;3;3;;;76
1;1;BRFM_CT_12_077;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Não houve nenhum nó no domingo de fios;;1971-03-09;;;;Português;1 página;Rio de Janeiro, RJ;4;;;Textual;Original;1;Impresso;1;12,00 x 21,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 56.03;;3;3;;;77
1;1;BRFM_CT_12_078;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Fio: Fiador da criação;;1905-05-24;;;Frederico Morais;Português;1 página;;;;;Textual;Original;1;Impresso;1;22,5,00 x 20,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 56.04;;3;3;;;78
1;1;BRFM_CT_12_079;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Fio no domingo;;;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;4,5,00 x 17,00 cm;Papel Acidificado/Amarelado;Doc. 56.05;;3;3;;;79
1;1;BRFM_CT_12_080;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O museu por um fio;;;;;Jacob Klintowitz;Português;1 página;;;;;Textual;Original;1;Impresso;1;9,5,00 x 24,5,00 cm;Papel Acidificado/Amarelado;Doc. 56.06;;3;3;;;80
1;1;BRFM_CT_12_081;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Domingo por um fio adiado;;1971-03-04;;;José Roberto Teixeira Leite;Português;1 página;Rio de Janeiro, RJ;8;;1;Textual;Original;1;Impresso;1;14,5,00 x 18,5,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 56.07;;3;3;;;81
1;1;BRFM_CT_12_082;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"Será hoje no MAM o ""Domingo por um fio""";;1971-03-07;;;;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;1;14,00 x 13,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 56.08;;3;3;;;82
1;1;BRFM_CT_12_083;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Flôres e Naturezas Mortas & Outras;;1971-03-07;;;Walmir Ayala;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;1;38,00 x 27,5,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 56.09;;3;3;;;83
1;1;BRFM_CT_12_084;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";No fio da criação;;1971-03-08;;;;Português;3 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;1;37,00 x 30,00 cm;Papel Acidificado/Amarelado, Manchado;Doc. 56.10;;3;3;;;84
1;1;BRFM_CT_12_085;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Fios mostram arte livre de crianças e adultos no MAM;;1971-03-09;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;13,5,00 x 21,00 cm;Papel Acidificado/Amarelado;Doc. 56.11;;3;3;;;85
1;1;BRFM_CT_12_086;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"Quando o ""Domingo é da Criação""";;1971-04-19;;;Morgan Mota;Português;1 página;;;;;Textual;Original;1;Impresso;1;21,00 x 25,00 cm;Papel Acidificado/Amarelado;Doc. 56.12;;3;3;;;86
1;1;BRFM_CT_12_087;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Fio: Fiador da criação;;1905-05-24;;;Frederico Morais;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Manchado;Doc. 56.13;;3;3;;;87
1;1;BRFM_CT_12_088;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O domingo por um fio;;1971-03-09;;;Frederico Morais;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Manchado;Doc. 56.14;;3;3;;;88
1;1;BRFM_CT_12_089;26;26;26;26;90;96;"Evento ""O Domingo Por Um Fio"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Um domingo tecido à fio;;1971-03-28;;;;Português;1 página;Rio de Janeiro, RJ;7;;;Textual;Cópia;1;Impresso;3;42,00 x 59,00 cm;Manchado, Oxidado;Doc. 56.15;;3;3;;;89
1;1;BRFM_CT_12_090;26;26;26;26;91;96;"Evento ""O Domingo Terra-a-Terra"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Um domingo terra-a-terra;;1971-04-27;;;;Português;1 página;Rio de Janeiro, RJ;4;;;Textual;Original;1;Impresso;1;18,00 x 26,5,00 cm;Papel Acidificado/Amarelado, Oxidado;Doc. 57.01;;3;3;;;90
1;1;BRFM_CT_12_091;26;26;26;26;91;96;"Evento ""O Domingo Terra-a-Terra"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"""Domingo Terra a Terra"" leva muita gente ao MAM";;1971-04-26;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;15,00 x 31,00 cm;Papel Acidificado/Amarelado, rasgado;Doc. 57.02;;3;3;;;91
1;1;BRFM_CT_12_092;26;26;26;26;91;96;"Evento ""O Domingo Terra-a-Terra"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";A Terra da Criação;;1971-04-25;;;Frederico Morais;Português;2 páginas;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,00 x 58,00 cm;Papel Acidificado/Amarelado, rasgado, Dobrado, Manchado;Doc. 57.03;;3;3;;;92
1;1;BRFM_CT_12_093;26;26;26;26;91;96;"Evento ""O Domingo Terra-a-Terra"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"A criatividade liberada: ""domingo, terra-a-terra""";;1971-04-25;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;7;;;Textual;Cópia;1;Impresso;3;42,00 x 59,00 cm;Manchado, Oxidado;Doc. 57.04;;3;3;;;93
1;1;BRFM_CT_12_094;26;26;26;26;91;59;"Evento ""O Domingo Terra-a-Terra"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;;1 página;;;;;Iconográfico;Original;1;;9;23,5,00 x 17,00 cm;Manchado;Doc. 57.05;;3;3;;;94
1;1;BRFM_CT_12_095;26;26;26;26;91;126;"Texto acompanhado de entrevistas com frequentadores do evento ""O Domingo Terra-a-Terra"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"""Domingo Terra-a-Terra"" leva muita gente ao MAM";;1971-04-26;;;Frederico Morais;Português;18 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Datilografado;2;21,5,00 x 33,5,00 cm;Papel Acidificado/Amarelado;Doc. 57.06;;3;3;;;95
1;1;BRFM_CT_12_096;26;26;26;26;92;127;"Evento integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";O Corpo a Corpo do Domingo;;1905-05-24;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 58.01;;3;3;;;96
1;1;BRFM_CT_12_097;26;26;26;26;92;96;O Corpo da arte.;A descoberta do corpo;;1971-09-18;;;Macksen Luiz;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,00 x 58,00 cm;Papel Acidificado/Amarelado, Dobrado, rasgado, Manchado;Doc. 58.02;;3;3;;;97
1;1;BRFM_CT_12_098;26;26;26;26;92;127;"Evento integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";O Corpo a corpo da criação;;1905-05-24;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Datilografado;2;21,5,00 x 32,00 cm;Papel Acidificado/Amarelado, rasgado, Manchado;Doc. 58.03;;3;3;;;98
1;1;BRFM_CT_12_099;26;26;26;26;92;59;"Evento ""O Corpo a Corpo do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;;;;;4 páginas;;;;;Iconográfico;Original;1;;9;24,00 x 18,00 cm;Manchado;Doc. 58.04;;3;3;;;99
1;1;BRFM_CT_12_100;26;26;26;26;92;96;"Evento ""O Corpo a Corpo do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Corpo-a-corpo hoje no MAM é divertimento para todos;;1971-08-29;;;;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;1;15,00 x 23,00 cm;Papel Acidificado/Amarelado;Doc. 58.05;;3;3;;;100
1;1;BRFM_CT_12_101;26;26;26;26;92;96;"Evento ""O Corpo a Corpo do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"Povo vio o ""corpo-a-corpo""";;1971-08-20;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;10,00 x 9,00 cm;Papel Acidificado/Amarelado, rasgado;Doc. 58.06;;3;3;;;101
1;1;BRFM_CT_12_102;26;26;26;26;92;96;"Chamada e reportagem sobre evento ""O Corpo a Corpo do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"Domingo da Criação chegou ao ""Corpo a Corpo"" no MAM";;1971-08-30;;;;Português;2 páginas;Rio de Janeiro, RJ;9;;;Textual;Original;1;Impresso;1;19,00 x 21,5,00 cm;Papel Acidificado/Amarelado;Doc. 58.07;;3;3;;;102
1;1;BRFM_CT_12_103;26;26;26;26;92;96;"Evento ""O Corpo a Corpo do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Leve seu corpo ao domingo da criação;;1971-08-28;;;;Português;1 página;Rio de Janeiro, RJ;102;;;Textual;Original;1;Impresso;1;19,00 x 16,5,00 cm;Papel Acidificado/Amarelado;Doc. 58.08;;3;3;;;103
1;1;BRFM_CT_12_104;26;26;26;26;92;96;"Evento ""O Corpo a Corpo do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O corpo-a-corpo da criação;;1971-08-29;;;;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,5,00 x 58,00 cm;Papel Acidificado/Amarelado, Dobrado, rasgado;Doc. 58.09;;3;3;;;104
1;1;BRFM_CT_12_105;26;26;26;26;93;127;"Evento integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";O Som do Domingo;;1905-05-24;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;;;;Textual;Original;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 59.01;;3;3;;;105
1;1;BRFM_CT_12_106;26;26;26;26;93;96;"Evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Domingo de som no MAM - vai lá, bicho;;1971-05-29;;;;Português;1 página;;;;;Textual;Original;1;Impresso;1;13,5,00 x 20,00 cm;Papel Acidificado/Amarelado;Doc. 59.02;;3;3;;;106
1;1;BRFM_CT_12_107;26;26;26;26;93;96;"Chamada e reportagem sobre evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";"MAM fêz ""domingo de som"" com latas, apitos e tamancos";;1971-05-31;;;;Português;2 páginas;Rio de Janeiro, RJ;9;;;Textual;Original;1;Impresso;1;"19,00 x 46,00 cm; 16,5,00 x 15,5,00 cm";Papel Acidificado/Amarelado, Dobrado, rasgado;Doc. 59.03;;3;3;;;107
1;1;BRFM_CT_12_108;26;26;26;26;93;96;"Evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O som, com criação;;1971-05-31;;;;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;38,5,00 x 58,5,00 cm;Papel Acidificado/Amarelado, Dobrado, rasgado;Doc. 59.04;;3;3;;;108
1;1;BRFM_CT_12_109;26;26;26;26;93;96;"Chamada de jornal que cita evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;1971-05-29;;;;Português;1 página;Rio de Janeiro, RJ;4;;;Textual;Original;1;Impresso;1;38,00 x 11,5,00 cm;Papel Acidificado/Amarelado, Dobrado;Doc. 59.05;;3;3;;;109
1;1;BRFM_CT_12_110;26;26;26;26;93;96;"Evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O Festival de Chapéu na Mão;;1972-03-12;;;;Português;1 página;Rio de Janeiro, RJ;43;;3;Textual;Original;1;Impresso;1;37,00 x 58,00 cm;Papel Acidificado/Amarelado, Dobrado, rasgado;Doc. 59.06;;3;3;;;110
1;1;BRFM_CT_12_111;26;26;26;26;93;96;"Chamada e reportagem sobre evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Livre som do domingo;;1971-05-29;;;Célia Teixeira;Português;3 páginas;;79;;;Textual;Original;1;Impresso;1;"24,00 x 38,00 cm; 28,5,00 x 12,5,00 cm";Papel Acidificado/Amarelado, Dobrado, Manchado;Doc. 59.07;;3;3;;;111
1;1;BRFM_CT_12_112;26;26;26;26;93;126;"Evento ""O Som do Domingo"", integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";;;;"29/05/1971; 31/05/1971";;Célia Teixeira;Português;4 páginas;Rio de Janeiro, RJ;;;;Textual;Original;1;Datilografado;2;21,5,00 x 32,5,00 cm;Papel Acidificado/Amarelado;Doc. 59.08;;3;3;;;112
1;1;BRFM_CT_12_113;26;26;26;26;;12;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Domingo da Criação;;;;;"Carlos Alberto Felício; Raul B. Pedreira Filho; Antonio H. Nitzsche; Frederico Morais";Português;153 páginas;Rio de Janeiro, RJ;;;;Textual, iconográfico;Original;1;Manuscrito;2;23,5,00 x 22,00 cm;Papel Acidificado/Amarelado;Doc. 60;;3;3;;;113
1;1;BRFM_CT_12_114;26;26;26;26;;96;Arte brasileira e vanguarda. Em anexo trecho de texto não identificado.;Cinco anos de vanguarda brasileira;;1972-10-14;;;Frederico Morais;Português;5 páginas;Belo Horizonte, MG;89;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Bom;Doc. 62;;3;3;;;114
1;1;BRFM_CT_12_115;26;26;26;26;;96;"Dificuldades do Museu de Arte Moderna do Rio de Janeiro e cita ""Domingo do Papel"". ";MAM - A arte de manter vivo um museu;;1971-03-11;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;4;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Oxidado;Doc. 63.01;;3;3;;;115
1;1;BRFM_CT_12_116;26;26;26;26;;96;"""Domingo de Papel"" e ""Domingo por um fio"", eventos integrantes da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Arte sem bloqueio em curso de férias;;1971-01-10;;;;Português;2 páginas;Rio de Janeiro, RJ;43;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 63.02;;3;3;;;116
1;1;BRFM_CT_12_117;26;26;26;26;;96;"""Domingo Terra-a-Terra"", evento integrante da série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";MAM  ;;1971-04-23;;;;Português;3 páginas;São Paulo, SP;1;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 63.03;;3;3;;;117
1;1;BRFM_CT_12_118;26;26;26;26;;96;"Debates e série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";MAM mostra que criar não é privilégio de ninguém;;1971-04-05;;;;Português;1 página;Rio de Janeiro, RJ;9;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 63.04;;3;3;;;118
1;1;BRFM_CT_12_119;26;26;26;26;;96;Perfil dos visitantes do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.;O público do MAM;;1973-03-11;;;Odacy da Costa;Português;1 página;Rio de Janeiro, RJ;96;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 63.05;;3;3;;;119
1;1;BRFM_CT_12_120;26;26;26;26;;96;O lazer do jovem carioca. Cita pesquisa do Museu de Arte Moderna do Rio de Janeiro MAM/RJ que analisou o perfil de seus frequentadores.;O lazer do jovem carioca. Cita pesquisa do Museu de Arte Moderna do Rio de Janeiro MAM/RJ que analisou o perfil de seus frequentadores.;;1975-08-29;;;Lena Frias;Português;3 páginas;Rio de Janeiro, RJ;#N/D;;;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Bom;Doc. 64;;3;3;;;120
1;1;BRFM_CT_12_121;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Quando a vida inventa a arte;;1971-07-24;;;Roberto Pontual;Português;6 páginas;Rio de Janeiro, RJ;43;;3;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Oxidado;Doc. 65;;3;3;;;121
1;1;BRFM_CT_12_122;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. No anexo lauda original.";Paiê, me leva no museu. Ah me leva paiê, me leva.;;1971-05-08;;;Márcio Sampaio;Português;2 páginas;Belo Horizonte, MG;89;;2;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Bom;Doc. 66;;3;3;;;122
1;1;BRFM_CT_12_123;26;26;26;26;;96;"Série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Frederico Morais e os dias da criação;;1971-10-03;;;Celma Alvim;Português;2 páginas;Belo Horizonte, MG;2;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 67;;3;3;;;123
1;1;BRFM_CT_12_124;26;26;26;26;;6;Arte contemporânea brasilerira. São citados os domingos da criação e há imagem do evento.;Brazilian Contemporary Art;;;-/04/1976;;"Marc Berkowitz; Roberto Pontual";Inglês;8 páginas;;112;;;Textual, iconográfico;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 68;;3;3;;;124
1;1;BRFM_CT_12_125;26;26;26;26;;96;Livro sobre história da arte onde são citados os domingos da criação. Em anexo texto sobre a execução de projeto no Museu Nacional de Belas Artes de Buenos Aires inspirado nos domingos da criação do MAM/RJ.;História da arte em 670 mil verbetes;;1996-11-16;;;Geneton Moraes Neto;Português;2 páginas;Rio de Janeiro, RJ;25;;3;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 69;;3;3;;;125
1;1;BRFM_CT_12_126;26;26;26;26;;96;"Arte e criatividade. Cita a série ""Domingos da Criação"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ. ";Estudantes tentam criar uma nova paisagem urbana;;1971-07-05;;;;Português;2 páginas;Rio de Janeiro, RJ;9;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.01;;3;3;;;126
1;1;BRFM_CT_12_127;26;26;26;26;;96;"Evento realizado pela PUC com realização paralela do ""Dia da Criação do Papel"", nos moldes do ""Domingos da Criação"" do Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Puc recebe até sexta-feira trabalhos para mostra de seu trigésimo aniversário;;1971-05-10;;;;Português;1 página;Rio de Janeiro, RJ;#N/D;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.02;;3;3;;;127
1;1;BRFM_CT_12_128;26;26;26;26;;96;Happening ocorrido durante o III Encontro de Arte Moderna onde o crítico Frederico Morais comentou as obras.;"""O Happening"" do ano";;;"01/01/1972;02/01/1972";;Adalice Araujo;Português;1 página;Curitiba, PR;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.03;;3;3;;;128
1;1;BRFM_CT_12_129;26;26;26;26;;96;"A série ""Domingos da Criação"" organizada por Frederico Morais em 1971 é considerada por ele a proposta mais revolucionária da arte brasileira no início da década de 70.";Dois anos depois;;1905-05-26;;;Frederico Morais;Português;1 página;Rio de Janeiro, RJ;6;;1;Textual;Cópia;1;Impresso;3;29,5,00 x 21,00 cm;Bom;Doc. 70.04;;3;3;;;129
1;1;BRFM_CT_12_130;26;26;26;26;;96;Trecho de reportagem que contém entrevista com o crítico Frederico Morais.;;;;;;;Português;1 página;;;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.05;;3;3;;;130
1;1;BRFM_CT_12_131;26;26;26;26;;96;Tarde de liberação da criatividade.;Arte livre reúne jovens em Ipanema que tecem figuras em 7km de corda;;;;;;Português;1 página;Rio de Janeiro, RJ;28;;;Textual;Cópia;1;Impresso;3;21,00 x 29,5,00 cm;Bom;Doc. 70.06;;3;3;;;131
